PAIS,AÑO,MES,PRODUCTO,CANTIDAD DE ENERGIA (GWh),CODIGO DE PRODUCTO,AÑO ACTUAL- MES ACTUA,AÑO ANTERIOR- MES ACTUAL,PARTICIPACION
Chile,2021,August,Solar,835.741.487,3,1.098.503.138,4.303.867.579,11.31%
Chile,2021,August,Renewables,323.891.368,22,41.529.625.071,23.923.970.379,43.84%
Chile,2021,August,Low carbon,323.891.368,26,41.529.625.071,23.923.970.379,43.84%
Chile,2021,August,Fossil fuels,4.148.933.038,27,44.041.535.326,30.790.612.405,56.16%
Colombia,2021,August,Hydro,5.219.620.165,1,58.185.242.884,30.181.959.015,74.41%
Colombia,2021,August,Wind,4.302.403,2,58.006.294,245.714,0.06%
Colombia,2021,August,Solar,26.326.982,3,323.701.351,121.328.032,0.38%
Colombia,2021,August,Renewables,5.423.791.054,22,60.649.185.588,31.693.833.996,77.32%
Colombia,2021,August,Low carbon,5.423.791.054,26,60.649.185.588,31.693.833.996,77.32%
Colombia,2021,August,Fossil fuels,1.591.297.888,27,20.404.920.447,1.854.967.623,22.68%
Costa Rica,2021,August,Hydro,898.961.797,1,9.189.376.002,,83.90%
Costa Rica,2021,August,Wind,62.569.074,2,1.573.299.998,,5.84%
Costa Rica,2021,August,Solar,5.844.957,3,82.313.001,,0.55%
Costa Rica,2021,August,Renewables,1.071.031.046,22,12.501.140.132,,99.96%
Costa Rica,2021,August,Low carbon,1.071.031.046,26,12.501.140.132,,99.96%
Costa Rica,2021,August,Fossil fuels,440.157,27,2.859.867,,0.04%
Mexico,2021,August,Hydro,3.895.829.465,1,34.470.492.851,17.677.615.331,12.05%
Mexico,2021,August,Wind,1.707.271.118,2,20.970.708.057,12.656.401.015,5.28%
Mexico,2021,August,Solar,1.262.257.512,3,14.162.001.065,7.426.602.352,3.90%
Mexico,2021,August,Renewables,7.226.532.926,22,74.332.190.331,41.272.489.674,22.35%
Mexico,2021,August,Low carbon,9.417.590.006,26,98.618.744.643,57.957.296.067,29.12%
Mexico,2021,August,Fossil fuels,2.399.261.094,27,261.193.499.124,175.682.616.141,74.19%
Argentina,2021,September,Hydro,2.249.764.379,1,24.290.748.118,18.169.583.877,18.52%
Argentina,2021,September,Wind,104.355.468,2,12.810.478.919,6.545.010.792,8.59%
Argentina,2021,September,Solar,192.734.681,3,2.174.016.387,774.460.356,1.59%
Argentina,2021,September,Renewables,3.816.256.794,22,42.587.396.466,26.928.188.447,31.42%
Argentina,2021,September,Low carbon,459.891.188,26,52.811.472.557,34.918.117.881,37.86%
Argentina,2021,September,Fossil fuels,7.547.980.942,27,98.736.033.141,67.034.593.815,62.14%
Brazil,2021,September,Hydro,22.818.806.557,1,341.102.693.763,300.328.890.639,41.13%
Brazil,2021,September,Wind,7.856.745.012,2,7.149.991.231,39.344.480.311,14.16%
Brazil,2021,September,Solar,1.494.997.323,3,137.027.912,8.013.051.498,2.69%
Brazil,2021,September,Renewables,38.503.068.997,22,477.740.617.312,389.318.460.791,69.39%
Brazil,2021,September,Low carbon,39.867.680.905,26,49.156.629.669,398.665.953.036,71.85%
Brazil,2021,September,Fossil fuels,15.617.498.184,27,145.385.744.279,44.448.485.456,28.15%
Chile,2021,September,Hydro,1.441.379.202,1,17.439.641.798,14.347.379.294,20.82%
Chile,2021,September,Wind,787.782.329,2,7.365.901.696,3.816.881.551,11.38%
Chile,2021,September,Solar,990.566.694,3,1.098.503.138,4.969.539.515,14.31%
Chile,2021,September,Renewables,3.650.838.107,22,41.529.625.071,27.364.425.051,52.73%
Chile,2021,September,Low carbon,3.650.838.107,26,41.529.625.071,27.364.425.051,52.73%
Chile,2021,September,Fossil fuels,3.272.270.563,27,44.041.535.326,33.966.311.471,47.27%
Colombia,2021,September,Hydro,5.363.222.723,1,58.185.242.884,34.532.015.209,75.11%
Colombia,2021,September,Wind,3.737.552,2,58.006.294,3.851.752,0.05%
Colombia,2021,September,Solar,28.635.558,3,323.701.351,138.102.213,0.40%
Colombia,2021,September,Renewables,5.569.129.623,22,60.649.185.588,3.623.556.856,78.00%
Colombia,2021,September,Low carbon,5.569.129.623,26,60.649.185.588,3.623.556.856,78.00%
Colombia,2021,September,Fossil fuels,157.105.523,27,20.404.920.447,20.529.831.702,22.00%
Costa Rica,2021,September,Hydro,825.230.537,1,9.189.376.002,,81.53%
Costa Rica,2021,September,Wind,59.865.068,2,1.573.299.998,,5.91%
Costa Rica,2021,September,Solar,6.321.223,3,82.313.001,,0.62%
Costa Rica,2021,September,Renewables,1.011.735.971,22,12.501.140.132,,99.95%
Costa Rica,2021,September,Low carbon,1.011.735.971,26,12.501.140.132,,99.95%
Costa Rica,2021,September,Fossil fuels,469.908,27,2.859.867,,0.05%
Mexico,2021,September,Hydro,457.922.382,1,34.470.492.851,20.652.524.124,15.08%
Mexico,2021,September,Wind,124.750.381,2,20.970.708.057,13.887.691.157,4.11%
Mexico,2021,September,Solar,11.017.871,3,14.162.001.065,8.354.117.442,3.63%
Mexico,2021,September,Renewables,7.272.605.256,22,74.332.190.331,4.675.147.083,23.96%
Mexico,2021,September,Low carbon,9.440.043.195,26,98.618.744.643,65.010.774.421,31.10%
Mexico,2021,September,Fossil fuels,21.989.285.215,27,261.193.499.124,199.359.165.869,72.43%
Argentina,2021,October,Hydro,243.281.807,1,24.290.748.118,20.074.986.104,20.43%
Argentina,2021,October,Wind,1.222.090.729,2,12.810.478.919,7.446.229.129,10.26%
Argentina,2021,October,Solar,263.665.638,3,2.174.016.387,924.270.476,2.21%
Argentina,2021,October,Renewables,4.254.537.717,22,42.587.396.466,30.108.209.283,35.73%
Argentina,2021,October,Low carbon,5.168.296.166,26,52.811.472.557,38.792.647.492,43.41%
Argentina,2021,October,Fossil fuels,6.738.167.659,27,98.736.033.141,74.152.292.453,56.59%
Brazil,2021,October,Hydro,23.349.202.371,1,341.102.693.763,332.179.317.399,41.96%
Brazil,2021,October,Wind,7.291.051.246,2,7.149.991.231,45.248.026.355,13.10%
Brazil,2021,October,Solar,1.457.034.876,3,137.027.912,893.718.023,2.62%
Brazil,2021,October,Renewables,37.029.713.877,22,477.740.617.312,434.187.927.277,66.55%
Brazil,2021,October,Low carbon,38.362.495.109,26,49.156.629.669,444.838.162.544,68.95%
Brazil,2021,October,Fossil fuels,17.279.633.363,27,145.385.744.279,54.697.616.759,31.05%
Chile,2021,October,Hydro,159.838.126,1,17.439.641.798,16.752.815.713,22.26%
Chile,2021,October,Wind,816.026.411,2,7.365.901.696,4.466.943.843,11.36%
Chile,2021,October,Solar,1.199.167.068,3,1.098.503.138,5.759.965.208,16.70%
Chile,2021,October,Renewables,4.059.432.815,22,41.529.625.071,31.623.604.098,56.53%
Chile,2021,October,Low carbon,4.059.432.815,26,41.529.625.071,31.623.604.098,56.53%
Chile,2021,October,Fossil fuels,3.121.359.671,27,44.041.535.326,36.390.039.249,43.47%
Colombia,2021,October,Hydro,5.443.080.281,1,58.185.242.884,39.063.515.961,74.86%
Colombia,2021,October,Wind,2.560.055,2,58.006.294,5.240.921,0.04%
Colombia,2021,October,Solar,31.833.048,3,323.701.351,155.279.418,0.44%
Colombia,2021,October,Renewables,5.651.001.205,22,60.649.185.588,40.959.150.481,77.72%
Colombia,2021,October,Low carbon,5.651.001.205,26,60.649.185.588,40.959.150.481,77.72%
Colombia,2021,October,Fossil fuels,1.620.430.502,27,20.404.920.447,22.585.609.666,22.28%
Costa Rica,2021,October,Hydro,869.697.646,1,9.189.376.002,,83.15%
Costa Rica,2021,October,Wind,51.499.416,2,1.573.299.998,,4.92%
Costa Rica,2021,October,Solar,6.606.269,3,82.313.001,,0.63%
Costa Rica,2021,October,Renewables,1.045.952.047,22,12.501.140.132,,100.00%
Costa Rica,2021,October,Low carbon,1.045.952.047,26,12.501.140.132,,100.00%
Costa Rica,2021,October,Fossil fuels,26.355,27,2.859.867,,0.00%
Mexico,2021,October,Hydro,4.327.752.803,1,34.470.492.851,23.120.598.021,14.65%
Mexico,2021,October,Wind,1.538.552.786,2,20.970.708.057,15.595.652.153,5.21%
Mexico,2021,October,Solar,1.164.903.855,3,14.162.001.065,9.439.355.423,3.94%
Mexico,2021,October,Renewables,7.377.335.944,22,74.332.190.331,52.363.502.254,24.98%
Mexico,2021,October,Low carbon,9.347.478.576,26,98.618.744.643,72.679.143.243,31.65%
Mexico,2021,October,Fossil fuels,21.256.896.619,27,261.193.499.124,222.189.998.179,71.98%
Argentina,2021,November,Hydro,2.096.242.974,1,24.290.748.118,21.754.798.646,17.24%
Argentina,2021,November,Wind,1.095.556.855,2,12.810.478.919,8.304.165.717,9.01%
Argentina,2021,November,Solar,277.093.546,3,2.174.016.387,111.688.137,2.28%
Argentina,2021,November,Renewables,3.775.462.474,22,42.587.396.466,33.067.098.768,31.05%
Argentina,2021,November,Low carbon,4.845.862.126,26,52.811.472.557,42.433.405.179,39.86%
Argentina,2021,November,Fossil fuels,7.312.347.883,27,98.736.033.141,82.495.140.621,60.14%
Brazil,2021,November,Hydro,26.930.356.327,1,341.102.693.763,360.554.713.547,49.99%
Brazil,2021,November,Wind,5.907.792.882,2,7.149.991.231,50.622.842.427,10.97%
Brazil,2021,November,Solar,1.435.342.049,3,137.027.912,9.767.259.214,2.66%
Brazil,2021,November,Renewables,37.559.100.359,22,477.740.617.312,473.772.350.763,69.72%
Brazil,2021,November,Low carbon,38.802.550.337,26,49.156.629.669,485.685.356.883,72.03%
Brazil,2021,November,Fossil fuels,15.070.778.467,27,145.385.744.279,66.853.849.592,27.97%
Chile,2021,November,Hydro,1.703.891.723,1,17.439.641.798,19.480.236.682,23.91%
Chile,2021,November,Wind,779.508.225,2,7.365.901.696,5.011.644.708,10.94%
Chile,2021,November,Solar,1.309.063.526,3,1.098.503.138,6.614.482.155,18.37%
Chile,2021,November,Renewables,4.240.091.343,22,41.529.625.071,36.185.913.394,59.50%
Chile,2021,November,Low carbon,4.240.091.343,26,41.529.625.071,36.185.913.394,59.50%
Chile,2021,November,Fossil fuels,2.885.894.178,27,44.041.535.326,3.864.425.553,40.50%
Colombia,2021,November,Hydro,5.197.246.268,1,58.185.242.884,43.768.686.658,74.62%
Colombia,2021,November,Wind,3.073.552,2,58.006.294,6.512.578,0.04%
Colombia,2021,November,Solar,34.450.938,3,323.701.351,171.202.964,0.49%
Colombia,2021,November,Renewables,5.408.271.987,22,60.649.185.588,45.854.984.411,77.65%
Colombia,2021,November,Low carbon,5.408.271.987,26,60.649.185.588,45.854.984.411,77.65%
Colombia,2021,November,Fossil fuels,155.687.575,27,20.404.920.447,24.446.796.815,22.35%
Costa Rica,2021,November,Hydro,794.526.474,1,9.189.376.002,,77.25%
Costa Rica,2021,November,Wind,146.691.452,2,1.573.299.998,,14.26%
Costa Rica,2021,November,Solar,6.893.912,3,82.313.001,,0.67%
Costa Rica,2021,November,Renewables,1.028.476.962,22,12.501.140.132,,100.00%
Costa Rica,2021,November,Low carbon,1.028.476.962,26,12.501.140.132,,100.00%
Costa Rica,2021,November,Fossil fuels,1.40E-05,27,2.859.867,,0.00%
Mexico,2021,November,Hydro,2.280.260.642,1,34.470.492.851,24.918.356.522,8.67%
Mexico,2021,November,Wind,2.171.744.774,2,20.970.708.057,17.542.891.456,8.26%
Mexico,2021,November,Solar,1.068.664.321,3,14.162.001.065,10.363.690.897,4.06%
Mexico,2021,November,Renewables,5.885.341.414,22,74.332.190.331,57.381.567.483,22.38%
Mexico,2021,November,Low carbon,797.641.706,26,98.618.744.643,79.457.255.692,30.34%
Mexico,2021,November,Fossil fuels,19.386.438.307,27,261.193.499.124,242.774.595.563,73.74%
Argentina,2021,December,Hydro,1.978.255.019,1,24.290.748.118,23.613.863.132,14.31%
Argentina,2021,December,Wind,1.096.549.014,2,12.810.478.919,9.318.209.669,7.93%
Argentina,2021,December,Solar,247.425.604,3,2.174.016.387,1.331.154,1.79%
Argentina,2021,December,Renewables,3.600.182.566,22,42.587.396.466,3.639.204.386,26.05%
Argentina,2021,December,Low carbon,4.630.963.479,26,52.811.472.557,46.456.458.419,33.51%
Argentina,2021,December,Fossil fuels,9.189.501.441,27,98.736.033.141,91.118.163.035,66.49%
Brazil,2021,December,Hydro,32.226.456.747,1,341.102.693.763,39.236.394.384,60.20%
Brazil,2021,December,Wind,6.007.322.485,2,7.149.991.231,56.480.199.931,11.22%
Brazil,2021,December,Solar,1.372.071.304,3,137.027.912,10.642.309.919,2.56%
Brazil,2021,December,Renewables,4.142.316.546,22,477.740.617.312,514.703.665.791,77.38%
Brazil,2021,December,Low carbon,42.818.581.249,26,49.156.629.669,52.791.310.791,79.99%
Brazil,2021,December,Fossil fuels,10.713.901.087,27,145.385.744.279,789.670.077,20.01%
Chile,2021,December,Hydro,1.772.768.466,1,17.439.641.798,21.934.483.377,23.30%
Chile,2021,December,Wind,752.763.491,2,7.365.901.696,5.545.814.671,9.89%
Chile,2021,December,Solar,1.347.622.699,3,1.098.503.138,7.529.960.558,17.71%
Chile,2021,December,Renewables,4.373.557.735,22,41.529.625.071,40.547.283.435,57.49%
Chile,2021,December,Low carbon,4.373.557.735,26,41.529.625.071,40.547.283.435,57.49%
Chile,2021,December,Fossil fuels,3.234.480.062,27,44.041.535.326,41.373.448.929,42.51%
Colombia,2021,December,Hydro,4.074.603.396,1,58.185.242.884,48.444.466.998,66.85%
Colombia,2021,December,Wind,3.876.277,2,58.006.294,9.807.001,0.06%
Colombia,2021,December,Solar,30.735.126,3,323.701.351,194.636.999,0.50%
Colombia,2021,December,Renewables,4.282.752.206,22,60.649.185.588,50.731.028.468,70.27%
Colombia,2021,December,Low carbon,4.282.752.206,26,60.649.185.588,50.731.028.468,70.27%
Colombia,2021,December,Fossil fuels,1.812.083.671,27,20.404.920.447,2.635.604.003,29.73%
Costa Rica,2021,December,Hydro,811.856.579,1,9.189.376.002,,73.51%
Costa Rica,2021,December,Wind,18.450.636,2,1.573.299.998,,16.71%
Costa Rica,2021,December,Solar,6.619.712,3,82.313.001,,0.60%
Costa Rica,2021,December,Renewables,1.103.507.633,22,12.501.140.132,,99.92%
Costa Rica,2021,December,Low carbon,1.103.507.633,26,12.501.140.132,,99.92%
Costa Rica,2021,December,Fossil fuels,871.084,27,2.859.867,,0.08%
Mexico,2021,December,Hydro,1.657.137.258,1,34.470.492.851,26.740.094.498,6.18%
Mexico,2021,December,Wind,1.752.264.284,2,20.970.708.057,19.766.918.556,6.53%
Mexico,2021,December,Solar,910.941.119,3,14.162.001.065,1.124.215.161,3.40%
Mexico,2021,December,Renewables,4.787.499.086,22,74.332.190.331,62.741.588.902,17.85%
Mexico,2021,December,Low carbon,682.372.704,26,98.618.744.643,86.461.936.806,25.44%
Mexico,2021,December,Fossil fuels,21.071.599.808,27,261.193.499.124,262.712.746.937,78.55%
Argentina,2022,January,Hydro,1.607.165.233,1,23.974.690.533,2.173.328.082,11.46%
Argentina,2022,January,Wind,1.180.032.021,2,14.025.337.741,1.047.159.679,8.42%
Argentina,2022,January,Solar,254.853.388,3,2.908.846.135,193.057.953,1.82%
Argentina,2022,January,Renewables,3.220.220.658,22,43.141.786.988,363.262.174,22.97%
Argentina,2022,January,Low carbon,4.202.137.068,26,50.650.973.658,4.314.094.977,29.97%
Argentina,2022,January,Fossil fuels,9.816.810.886,27,89.303.982.052,947.200.073,70.03%
Brazil,2022,January,Hydro,38.837.418.763,1,423.007.746.164,31.829.598.986,70.02%
Brazil,2022,January,Wind,46.077.921,2,80.698.565.108,5.611.718.846,8.31%
Brazil,2022,January,Solar,1.810.332.874,3,27.224.347.185,937.321.897,3.26%
Brazil,2022,January,Renewables,4.666.336.118,22,583.458.043.248,39.780.386.495,84.13%
Brazil,2022,January,Low carbon,48.051.824.917,26,59.714.236.551,41.072.186.896,86.63%
Brazil,2022,January,Fossil fuels,7.415.737.214,27,42.442.916.789,127.390.504,13.37%
Chile,2022,January,Hydro,1.762.358.581,1,23.028.668.392,1.922.839.008,24.56%
Chile,2022,January,Wind,893.613.676,2,9.362.415.979,535.155.867,12.45%
Chile,2022,January,Solar,1.340.120.481,3,13.928.285.811,935.036.246,18.68%
Chile,2022,January,Renewables,4.058.011.922,22,46.886.973.366,3.822.108.846,56.55%
Chile,2022,January,Low carbon,4.058.011.922,26,46.886.973.366,3.822.108.846,56.55%
Chile,2022,January,Fossil fuels,3.117.768.226,27,37.209.997.481,3.149.222.292,43.45%
Colombia,2022,January,Hydro,4.697.685.752,1,62.762.476.129,4.462.488.764,67.18%
Colombia,2022,January,Wind,4.057.209,2,69.609.358,4.239.997,0.06%
Colombia,2022,January,Solar,37.423.628,3,474.417.453,25.642.025,0.54%
Colombia,2022,January,Renewables,492.066.953,22,65.484.517.485,4.665.898.614,70.36%
Colombia,2022,January,Low carbon,492.066.953,26,65.484.517.485,4.665.898.614,70.36%
Colombia,2022,January,Fossil fuels,2.072.512.669,27,19.520.445.158,1.922.658.979,29.64%
Costa Rica,2022,January,Hydro,659.004.104,1,9.361.373.581,646.285.627,64.12%
Costa Rica,2022,January,Wind,206.691.063,2,136.926.046,198.737.043,20.11%
Costa Rica,2022,January,Solar,643.102,3,7.328.461,804.263,0.63%
Costa Rica,2022,January,Renewables,1.025.089.567,22,1.241.944.864,1.025.842.878,99.74%
Costa Rica,2022,January,Low carbon,1.025.089.567,26,1.241.944.864,1.025.842.878,99.74%
Costa Rica,2022,January,Fossil fuels,2.712.121,27,94.205.109,"3,00E-05",0.26%
Mexico,2022,January,Hydro,164.745.265,1,35.285.908.631,1.842.455.177,6.60%
Mexico,2022,January,Wind,1.736.727.807,2,20.195.544.738,1.959.726.776,6.96%
Mexico,2022,January,Solar,790.233.189,3,1.173.614.515,951.767.921,3.17%
Mexico,2022,January,Renewables,4.957.206.991,22,74.114.390.265,5.184.649.884,19.87%
Mexico,2022,January,Low carbon,5.909.717.147,26,8.451.547.853,6.627.868.754,23.68%
Mexico,2022,January,Fossil fuels,19.042.162.636,27,249.991.991.424,20.479.484.351,76.32%
Argentina,2022,February,Hydro,1.121.189.349,1,23.974.690.533,4.725.109.969,10.02%
Argentina,2022,February,Wind,1.043.626.451,2,14.025.337.741,1.865.121.084,9.32%
Argentina,2022,February,Solar,243.944.419,3,2.908.846.135,36.149.744,2.18%
Argentina,2022,February,Renewables,2.573.302.564,22,43.141.786.988,7.372.391.882,22.99%
Argentina,2022,February,Low carbon,347.109.004,26,50.650.973.658,8.585.220.496,31.01%
Argentina,2022,February,Fossil fuels,7.723.226.035,27,89.303.982.052,16.735.393.984,68.99%
Brazil,2022,February,Hydro,37.571.056.083,1,423.007.746.164,639.728.456,73.76%
Brazil,2022,February,Wind,4.538.584.501,2,80.698.565.108,9.250.239.093,8.91%
Brazil,2022,February,Solar,178.318.707,3,27.224.347.185,1.683.157.341,3.50%
Brazil,2022,February,Renewables,45.005.596.781,22,583.458.043.248,77.588.880.146,88.35%
Brazil,2022,February,Low carbon,46.188.809.412,26,59.714.236.551,80.045.874.009,90.68%
Brazil,2022,February,Fossil fuels,4.749.901.628,27,42.442.916.789,20.508.916.412,9.32%
Chile,2022,February,Hydro,1.434.605.494,1,23.028.668.392,3.290.634.052,21.68%
Chile,2022,February,Wind,721.365.478,2,9.362.415.979,9.774.772,10.90%
Chile,2022,February,Solar,125.086.919,3,13.928.285.811,1.778.637.848,18.90%
Chile,2022,February,Renewables,3.454.619.651,22,46.886.973.366,6.889.859.626,52.21%
Chile,2022,February,Low carbon,3.454.619.651,26,46.886.973.366,6.889.859.626,52.21%
Chile,2022,February,Fossil fuels,3.162.034.317,27,37.209.997.481,6.592.995.776,47.79%
Colombia,2022,February,Hydro,4.293.455.374,1,62.762.476.129,8.357.492.593,64.90%
Colombia,2022,February,Wind,4.142.837,2,69.609.358,9.748.705,0.06%
Colombia,2022,February,Solar,31.401.022,3,474.417.453,50.566.037,0.47%
Colombia,2022,February,Renewables,4.510.501.792,22,65.484.517.485,8.764.864.312,68.18%
Colombia,2022,February,Low carbon,4.510.501.792,26,65.484.517.485,8.764.864.312,68.18%
Colombia,2022,February,Fossil fuels,2.104.958.114,27,19.520.445.158,4.132.417.672,31.82%
Costa Rica,2022,February,Hydro,538.517.306,1,9.361.373.581,1.224.442.047,57.96%
Costa Rica,2022,February,Wind,189.338.468,2,136.926.046,371.525.183,20.38%
Costa Rica,2022,February,Solar,6.812.809,3,7.328.461,16.010.484,0.73%
Costa Rica,2022,February,Renewables,906.525.252,22,1.241.944.864,1.958.129.874,97.57%
Costa Rica,2022,February,Low carbon,906.525.252,26,1.241.944.864,1.958.129.874,97.57%
Costa Rica,2022,February,Fossil fuels,22.547.524,27,94.205.109,118.783,2.43%
Mexico,2022,February,Hydro,1.609.902.823,1,35.285.908.631,3.784.019.659,6.95%
Mexico,2022,February,Wind,1.738.083.327,2,20.195.544.738,3.670.412.872,7.51%
Mexico,2022,February,Solar,822.428.661,3,1.173.614.515,2.012.321.623,3.55%
Mexico,2022,February,Renewables,489.675.137,22,74.114.390.265,10.283.380.347,21.15%
Mexico,2022,February,Low carbon,5.860.236.608,26,8.451.547.853,13.408.489.691,25.31%
Mexico,2022,February,Fossil fuels,17.296.619.781,27,249.991.991.424,38.615.944.727,74.69%
Argentina,2022,March,Hydro,1.320.553.123,1,23.974.690.533,6.764.773.166,11.22%
Argentina,2022,March,Wind,1.255.208.358,2,14.025.337.741,2.808.960.865,10.66%
Argentina,2022,March,Solar,261.799.391,3,2.908.846.135,520.958.914,2.22%
Argentina,2022,March,Renewables,3.002.436.953,22,43.141.786.988,10.727.539.342,25.51%
Argentina,2022,March,Low carbon,3.758.474.915,26,50.650.973.658,12.654.844.387,31.93%
Argentina,2022,March,Fossil fuels,8.012.366.541,27,89.303.982.052,24.909.605.115,68.07%
Brazil,2022,March,Hydro,41.847.702.195,1,423.007.746.164,101.245.920.292,74.48%
Brazil,2022,March,Wind,5.361.052.392,2,80.698.565.108,13.271.031.945,9.54%
Brazil,2022,March,Solar,1.973.520.067,3,27.224.347.185,268.102.738,3.51%
Brazil,2022,March,Renewables,50.749.057.091,22,583.458.043.248,121.756.102.777,90.32%
Brazil,2022,March,Low carbon,52.128.734.896,26,59.714.236.551,125.500.698.847,92.77%
Brazil,2022,March,Fossil fuels,4.061.367.472,27,42.442.916.789,27.707.786.706,7.23%
Chile,2022,March,Hydro,1.316.797.141,1,23.028.668.392,4.545.647.026,18.22%
Chile,2022,March,Wind,783.904.091,2,9.362.415.979,1.455.968.965,10.85%
Chile,2022,March,Solar,1.248.973.627,3,13.928.285.811,2.626.660.127,17.28%
Chile,2022,March,Renewables,3.399.468.764,22,46.886.973.366,9.993.665.048,47.03%
Chile,2022,March,Low carbon,3.399.468.764,26,46.886.973.366,9.993.665.048,47.03%
Chile,2022,March,Fossil fuels,3.828.358.424,27,37.209.997.481,10.637.659.328,52.97%
Colombia,2022,March,Hydro,5.293.990.685,1,62.762.476.129,13.063.617.392,73.63%
Colombia,2022,March,Wind,5.316.631,2,69.609.358,15.776.592,0.07%
Colombia,2022,March,Solar,34.532.819,3,474.417.453,76.489.497,0.48%
Colombia,2022,March,Renewables,5.515.341.755,22,65.484.517.485,13.676.473.061,76.71%
Colombia,2022,March,Low carbon,5.515.341.755,26,65.484.517.485,13.676.473.061,76.71%
Colombia,2022,March,Fossil fuels,1.674.224.202,27,19.520.445.158,5.939.401.762,23.29%
Costa Rica,2022,March,Hydro,59.221.716,1,9.361.373.581,1.826.196.872,56.47%
Costa Rica,2022,March,Wind,202.543.863,2,136.926.046,581.365.569,19.31%
Costa Rica,2022,March,Solar,6.885.698,3,7.328.461,24.503.192,0.66%
Costa Rica,2022,March,Renewables,989.508.087,22,1.241.944.864,2.977.328.792,94.35%
Costa Rica,2022,March,Low carbon,989.508.087,26,1.241.944.864,2.977.328.792,94.35%
Costa Rica,2022,March,Fossil fuels,59.215.498,27,94.205.109,392.103,5.65%
Mexico,2022,March,Hydro,205.598.851,1,35.285.908.631,599.110.789,7.75%
Mexico,2022,March,Wind,2.047.157.771,2,20.195.544.738,5.809.087.957,7.72%
Mexico,2022,March,Solar,1.136.050.751,3,1.173.614.515,3.351.484.817,4.28%
Mexico,2022,March,Renewables,604.990.169,22,74.114.390.265,16.430.074.143,22.80%
Mexico,2022,March,Low carbon,7.013.407.801,26,8.451.547.853,21.771.195.412,26.43%
Mexico,2022,March,Fossil fuels,19.521.299.377,27,249.991.991.424,59.310.721.994,73.57%
Argentina,2022,April,Hydro,1.736.215.648,1,23.974.690.533,8.303.667.821,16.61%
Argentina,2022,April,Wind,1.205.474.896,2,14.025.337.741,3.759.655.649,11.53%
Argentina,2022,April,Solar,227.923.922,3,2.908.846.135,66.512.301,2.18%
Argentina,2022,April,Renewables,3.339.782.709,22,43.141.786.988,13.575.856.896,31.95%
Argentina,2022,April,Low carbon,40.011.816,26,50.650.973.658,16.037.197.574,38.28%
Argentina,2022,April,Fossil fuels,6.450.915.406,27,89.303.982.052,32.402.033.779,61.72%
Brazil,2022,April,Hydro,38.123.194.642,1,423.007.746.164,133.474.341.468,73.73%
Brazil,2022,April,Wind,5.074.397.714,2,80.698.565.108,17.792.519.638,9.81%
Brazil,2022,April,Solar,1.934.137.183,3,27.224.347.185,3.648.165.914,3.74%
Brazil,2022,April,Renewables,48.373.559.693,22,583.458.043.248,163.713.551.669,93.56%
Brazil,2022,April,Low carbon,4.971.936.148,26,59.714.236.551,168.496.238.514,96.16%
Brazil,2022,April,Fossil fuels,198.638.967,27,42.442.916.789,34.650.895.612,3.84%
Chile,2022,April,Hydro,1.093.507.487,1,23.028.668.392,5.514.741.179,16.31%
Chile,2022,April,Wind,719.453.628,2,9.362.415.979,1.923.801.562,10.73%
Chile,2022,April,Solar,1.065.672.293,3,13.928.285.811,3.386.511.721,15.89%
Chile,2022,April,Renewables,2.927.695.166,22,46.886.973.366,12.728.689.153,43.66%
Chile,2022,April,Low carbon,2.927.695.166,26,46.886.973.366,12.728.689.153,43.66%
Chile,2022,April,Fossil fuels,3.777.598.398,27,37.209.997.481,1.486.914.153,56.34%
Colombia,2022,April,Hydro,519.086.877,1,62.762.476.129,17.708.740.902,74.49%
Colombia,2022,April,Wind,3.774.289,2,69.609.358,21.922.554,0.05%
Colombia,2022,April,Solar,32.339.429,3,474.417.453,100.735.992,0.46%
Colombia,2022,April,Renewables,5.408.483.239,22,65.484.517.485,18.525.516.132,77.61%
Colombia,2022,April,Low carbon,5.408.483.239,26,65.484.517.485,18.525.516.132,77.61%
Colombia,2022,April,Fossil fuels,1.560.219.646,27,19.520.445.158,7.598.978.325,22.39%
Costa Rica,2022,April,Hydro,694.462.998,1,9.361.373.581,2.540.062.298,69.87%
Costa Rica,2022,April,Wind,13.654.956,2,136.926.046,720.894.271,13.74%
Costa Rica,2022,April,Solar,6.625.458,3,7.328.461,31.534.092,0.67%
Costa Rica,2022,April,Renewables,988.319.347,22,1.241.944.864,4.011.581.265,99.44%
Costa Rica,2022,April,Low carbon,988.319.347,26,1.241.944.864,4.011.581.265,99.44%
Costa Rica,2022,April,Fossil fuels,5.588.237,27,94.205.109,392.118,0.56%
Mexico,2022,April,Hydro,2.519.482.132,1,35.285.908.631,8.792.065.936,9.15%
Mexico,2022,April,Wind,1.608.376.993,2,20.195.544.738,7.626.437.303,5.84%
Mexico,2022,April,Solar,1.115.475.796,3,1.173.614.515,4.658.902.049,4.05%
Mexico,2022,April,Renewables,5.987.133.271,22,74.114.390.265,22.784.786.994,21.74%
Mexico,2022,April,Low carbon,6.504.954.829,26,8.451.547.853,30.314.526.847,23.62%
Mexico,2022,April,Fossil fuels,21.040.796.161,27,249.991.991.424,80.519.337.286,76.38%
Argentina,2022,May,Hydro,1.795.912.731,1,23.974.690.533,10.347.020.272,15.25%
Argentina,2022,May,Wind,1.124.993.747,2,14.025.337.741,4.774.936.782,9.55%
